股票代码,股票简称,行业概念,事件概念,交易概念
002264.SZ,新华都,"体育用品,互联网彩票,商超百货,网络直播,体育产业,赛马,电子商务","新零售,阿里巴巴,网红经济",半年报预增
001308.SZ,康冠科技,"消费电子,OLED,MiniLED","小米,一带一路,专精特新","核准制次新股,人民币贬值受益,新股与次新股,半年报预增"
600477.SH,杭萧钢构,"绿色建筑,HJT电池,线材,工业互联网,光伏建筑一体化,电子商务,工程建材,装配式建筑,钙钛矿电池,钢结构","空中巴士,棚户区改造,杭州亚运会,一带一路","融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
002938.SZ,鹏鼎控股,"无线耳机,MiniLED,汽车电子,PCB,消费电子","苹果,富士康,华为,郭台铭","MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,台湾股,富时罗素股,深股通,富时罗素"
300633.SZ,开立医疗,"医疗器械,体外诊断",,"富时罗素,富时罗素股,深股通"
300560.SZ,中富通,"安防,区块链应用,物联网,边缘计算,5G,机器视觉,垃圾分类","农业信息化,新基建,数字乡村,数字中国,东数西算（算力）,一带一路,疫情监测,国产软件,乡村振兴,智慧城市,华为,军工,电子身份证,宽带中国",
600593.SH,大连圣亚,"村镇银行,旅游,IP",,摘帽
002113.SZ,ST天润,"手机游戏,广告营销,文化传媒,网络游戏",,ST板块
688700.SH,东威科技,,,"融资融券,转融券标的"
001914.SZ,招商积余,物业管理,"央企国资改革,地方国资改革","融资融券,转融券标的,富时罗素股,深股通,富时罗素"
688079.SH,美迪凯,"虚拟现实,集成电路,元器件,VR设备,消费电子","苹果,华为","融资融券,转融券标的"
600150.SH,中国船舶,"海工装备,航运港口,LNG动力船,船舶升级,高端装备,风电,国产航母","地方国资改革,一带一路,海洋经济,军民融合,央企国资改革,军工,中船系","融资融券,转融券标的,中字头股票,富时罗素股,富时罗素,沪股通,央企控股"
600112.SH,*ST天成,"辉钼,钼,小金属,智能电网,互联网金融,移动金融,稀有金属,小额贷款,融资租赁,涉矿,高端装备",智慧城市,"壳资源,参股保险,ST板块"
600184.SH,光电股份,国产航母,"地方国资改革,中兵系,军工,央企国资改革,航天军工","融资融券,转融券标的"
600255.SH,鑫科材料,"村镇银行,新材料,锂电池,金属铜",,股权转让
002482.SZ,ST广田,"绿色建筑,智能家居,体育产业,光伏建筑一体化,建筑节能,装配式建筑","新型城镇化,腾讯,恒大","富时罗素,富时罗素股,ST板块,标普道琼斯A股"
603983.SH,丸美股份,"电子商务,化妆护肤品",,"富时罗素,富时罗素股"
603358.SH,华达科技,"一体化压铸,胎压监测,集成电路,汽车制造,新能源汽车","工业4.0,中芯国际,特斯拉,宁德时代",标普道琼斯A股
603007.SH,ST花王,"绿色建筑,装配式建筑,园林开发","新型城镇化,PPP","标普道琼斯A股,股权转让,富时罗素股,ST板块,参股新三板"
601702.SH,华峰铝业,新能源汽车,"特斯拉,比亚迪,专精特新","沪股通,养老金持股"
600671.SH,ST目药,"眼科医疗,养老,中医药","健康中国,医保目录","壳资源,ST板块"
300782.SZ,卓胜微,"芯片,射频器,物联网,WiFi 6,5G,卫星导航","小米,华为","MSCI,融资融券,转融券标的,送转填权,深股通"
002976.SZ,瑞玛精密,"汽车电子,无人驾驶,5G,新能源汽车,通信基站","富士康,一带一路,特斯拉",
002781.SZ,*ST奇信,"精装修,物联网,PM2.5,空气净化","智慧城市,华为,地方国资改革",ST板块
002499.SZ,*ST科林,"PM2.5,污水处理,废气处理,光伏,节能环保","美丽中国,循环经济",ST板块
600383.SH,金地集团,物业管理,,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,参股万达商业,富时罗素,沪股通,证金持股"
600615.SH,*ST丰华,,,ST板块
002845.SZ,同兴达,"MicroLED,OLED,芯片,柔性屏,MiniLED,TOF镜头,先进封装（Chiplet）,OLED设备制造,机器视觉,全面屏,OLED面板,智能穿戴","小米,富士康,华为",
603286.SH,日盈电子,"汽车电子,新能源汽车,芯片,传感器",,
600078.SH,ST澄星,"涉矿,磷化工,绿色电力",循环经济,ST板块
000839.SZ,ST国安,"富媒体,广播电视,文化传媒,虚拟现实,网络直播,VR直播,稀有金属,新媒体,数字电视",央企国资改革,"富时罗素,富时罗素股,ST板块,标普道琼斯A股"
601700.SH,风范股份,"村镇银行,柔性直流输电,特高压,智能电网",新基建,"债转股(AMC),融资融券,转融券标的"
002485.SZ,*ST雪发,"旅游,IP,大数据,供应链金融",特色小镇,ST板块
600290.SH,ST华仪,"智能电网,新能源,小额贷款,风电",,"创投,ST板块"
603603.SH,*ST博天,"土壤修复,盐湖提锂,污水处理","新型城镇化,美丽中国,PPP","标普道琼斯A股,ST板块,股权转让"
002703.SZ,浙江世宝,"汽车制造,无人驾驶,新能源汽车",比亚迪,"富时罗素,富时罗素股,标普道琼斯A股,深股通"
002309.SZ,ST中利,"光纤,储能,智能电网,锂电池,分布式发电,太阳能,光伏建筑一体化,5G,光纤光缆,新能源汽车,磷酸铁锂,新能源,光伏,钙钛矿电池,风电","一带一路,碳中和,华为","标普道琼斯A股,ST板块"
301041.SZ,金百泽,"人力资源服务,汽车电子,PCB,特高压,职业教育,5G,柔性直流输电","军工,专精特新","融资融券,转融券标的"
001258.SZ,立新能源,"绿色电力,光伏,风电",地方国资改革,"核准制次新股,新股与次新股"
601567.SH,三星医疗,"富媒体,充电桩,电力物联网,智能电网,村镇银行,物联网,融资租赁",民营医院,"融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
600139.SH,*ST西源,"白银,小金属,稀有金属,黄金,融资租赁,涉矿",,ST板块
002316.SZ,*ST亚联,"移动支付,轨道交通,智能电网,云通信,电子信息,物联网,ETC,云计算,智能交通,大数据,电子车牌,数据中心,SAAS,特高压,区块链,金融科技","数字中国,新零售,智慧城市,华为","独角兽,ST板块"
002005.SZ,ST德豪,"家用电器,MiniLED,智能终端,节能照明,电子商务",,"台湾股,ST板块,股权转让"
600303.SH,ST曙光,"燃料电池,新能源整车,汽车制造,新能源汽车,融资租赁,校车",军工,ST板块
600550.SH,保变电气,"人造太阳,智能电网,特高压,核电,新能源,柔性直流输电","新基建,地方国资改革,中兵系,央企国资改革,西电东送","融资融券,转融券标的"
002475.SZ,立讯精密,"无线耳机,虚拟现实,汽车电子,WIN升级,智能终端,智能汽车,基站天线,5G,智能音箱,元器件,新能源汽车,无线充电,消费电子","一带一路,苹果,华为","MSCI,融资融券,标普道琼斯A股,转融券标的,台湾股,富时罗素股,深股通,富时罗素,证金持股"
688611.SH,杭州柯林,智能电网,,"融资融券,转融券标的"
300842.SZ,帝科股份,"芯片,TOPCON电池,新材料,HJT电池,太阳能,新能源,光伏","中芯国际,专精特新",养老金持股
002122.SZ,ST天马,"SAAS,大数据,工业母机",国产操作系统,"创投,ST板块,参股保险"
688600.SH,皖仪科技,"氢能源,节能环保",专精特新,"融资融券,转融券标的"
002655.SZ,共达电声,"芯片,无线耳机,元宇宙,新型烟草,语音技术,智能音箱,WIN升级,骨传导,消费电子,智能穿戴","小米,苹果,华为,三星",
601016.SH,节能风电,"新能源,海上风电,绿色电力,风电","央企国资改革,地方国资改革","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
688557.SH,兰剑智能,智能物流,宁德时代,"融资融券,转融券标的"
000606.SZ,*ST顺利,"人力资源服务,知识产权保护,大数据,SAAS,区块链",,"创投,ST板块"
301086.SZ,鸿富瀚,"汽车热管理,锂电池,消费电子,智能制造","苹果,富士康,专精特新","融资融券,注册制次新股,新股与次新股,转融券标的"
002126.SZ,银轮股份,"量子科技,氢能源,尾气治理,储能,燃料电池,汽车热管理,智能汽车,工业互联网,小额贷款,废气处理,新能源汽车,透明工厂,超级高铁","比亚迪,宁德时代,国六标准、国六排放、国六,特斯拉,华为汽车","创投,标普道琼斯A股,养老金持股,深股通"
002911.SZ,佛燃能源,"光伏,氢能源,充电桩,天然气",地方国资改革,"富时罗素,富时罗素股,标普道琼斯A股,深股通"
300296.SZ,利亚德,"MicroLED,OLED,元宇宙,MiniLED,裸眼3D,文化传媒,虚拟现实,节能照明,第三代半导体,氮化镓,超清视频,虚拟数字人,增强现实","智慧灯杆,冬奥会,华为,军工,小米,杭州亚运会","分拆上市意愿,融资融券,转融券标的,富时罗素股,深股通,富时罗素"
688517.SH,金冠电气,"柔性直流输电,特高压",,"融资融券,转融券标的"
603958.SH,哈森股份,,新零售,台湾股
002112.SZ,三变科技,"储能,小额贷款,光伏,智能电网",地方国资改革,半年报预增
300088.SZ,长信科技,"虚拟现实,OLED显示模组,锂电池,大数据,全面屏,VR设备,OLED,OLED材料,汽车电子,新能源汽车,智能穿戴,玻璃,膜材料,石墨烯,MicroLED,柔性屏,元宇宙,智能手表,储能,WIN升级,触摸屏,智能终端,智能眼镜,车联网","比亚迪,地方国资改革,苹果,华为,小米,特斯拉","MSCI,融资融券,转融券标的,富时罗素股,深股通,参股新三板,富时罗素"
002975.SZ,博杰股份,"无线耳机,芯片,集成电路,芯片封装测试,5G,机器视觉,机器人,高端装备,减速器,消费电子","比亚迪,苹果,华为,小米,特斯拉","富时罗素,深股通"
688369.SH,致远互联,"SAAS,云办公,区块链","国产软件,微信小程序,华为","融资融券,转融券标的"
002666.SZ,德联集团,"尾气治理,金属回收,燃料电池,胎压监测,汽车热管理,新材料,智能汽车,乙二醇,有机硅,新能源汽车","小鹏汽车,蔚来汽车,特斯拉,比亚迪",创投
000800.SZ,一汽解放,"汽车制造,新能源汽车,燃料电池","央企国资改革,华为,军工,地方国资改革","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素,央企控股"
688226.SH,威腾电气,"智能电网,光伏,风电",华为,"融资融券,转融券标的"
002535.SZ,ST林重,"油气开采,储能,锂电制造,燃料电池,锂电池,安防,页岩气,供应链金融,机器人,融资租赁,卫星导航,工业机器人,高端装备","军工,国产替代",ST板块
301200.SZ,大族数控,"PCB,工业母机",国产替代,"融资融券,新股与次新股,养老金持股,转融券标的,注册制次新股"
603227.SH,雪峰科技,"化肥,天然气,民爆",地方国资改革,半年报预增
688232.SH,新点软件,,"国产软件,智慧政务,智慧城市","融资融券,新股与次新股,科创次新股,转融券标的"
002622.SZ,融钰集团,"智能电网,征信,大数据,牙科医疗","国产软件,民营医院,健康中国",参股银行
301031.SZ,中熔电气,"储能,新能源汽车","华为,宁德时代,专精特新,特斯拉,华为汽车","融资融券,深股通,转融券标的"
300750.SZ,宁德时代,"储能,锂电池,磷酸铁锂,新能源汽车,钠离子电池,动力电池回收","宁德时代,蔚来汽车,蚂蚁金服,特斯拉","MSCI,融资融券,转融券标的,富时罗素股,深股通,富时罗素"
603711.SH,香飘飘,休闲零食,"抖音,社区团购,大消费",标普道琼斯A股
603557.SH,ST起步,网络直播,"新零售,三胎,网红经济",ST板块
603982.SH,泉峰汽车,"新能源汽车,一体化压铸",比亚迪,"沪股通,养老金持股"
600416.SH,湘电股份,"储能,海上风电,节能电机,节水灌溉,新能源,高端装备,风电","军民融合,军工,地方国资改革","富时罗素股,半年报预增"
688786.SH,悦安新材,"新材料,3D打印",专精特新,"融资融券,新股与次新股,科创次新股,转融券标的"
002168.SZ,惠程科技,"高压快充,充电桩,云游戏,智能电网,手机游戏,区块链,网络游戏","腾讯,华为,地方国资改革,王者荣耀","富时罗素,标普道琼斯A股"
002605.SZ,姚记科技,"智能自行车,细胞免疫治疗,文化传媒,互联网彩票,抗癌,手机游戏,网络游戏","抖音,网红经济","创投,深股通,独角兽"
603109.SH,神驰机电,"储能,新能源汽车,水利,农机","乡村振兴,专精特新",人民币贬值受益
002626.SZ,金达威,"NMN,化妆护肤品,抗癌,保健品,维生素,医美",新冠治疗,"MSCI,融资融券,标普道琼斯A股,转融券标的,人民币贬值受益,富时罗素股,深股通,富时罗素"
002925.SZ,盈趣科技,"数字孪生,新型烟草,虚拟现实,汽车电子,智能家居,物联网,工业互联网,机器人,VR设备,光伏,智能穿戴","国产软件,蔚来汽车,新基建","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
300614.SZ,百川畅银,"固废处理,光伏,生物质能,垃圾分类,绿色电力","碳中和,碳交易","融资融券,转融券标的"
600072.SH,中船科技,"钢结构,机械装备,海工装备,LNG动力船,船舶升级,高端装备,国产航母","地方国资改革,PPP,一带一路,海洋经济,军工,央企国资改革,航天军工,中船系","融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素"
002189.SZ,中光学,"虚拟现实,人脸识别,蓝宝石,航空航天,智能眼镜,机器视觉,超清视频,3D玻璃,元器件,VR设备","地方国资改革,中兵系,华为,军工,央企国资改革,三星","融资融券,转融券标的"
002635.SZ,安洁科技,"OLED,无线耳机,元宇宙,MiniLED,充电桩,虚拟现实,汽车电子,WIN升级,燃料电池,智能终端,5G,新能源汽车,无线充电,消费电子,智能穿戴","谷歌,苹果,华为,小米,facebook,特斯拉","融资融券,标普道琼斯A股,转融券标的,半年报预增,台湾股,人民币贬值受益,富时罗素股,深股通,富时罗素"
002892.SZ,科力尔,"电机电控,新能源汽车,机器人,智能家居","国产替代,华为,专精特新,华为汽车",人民币贬值受益
688039.SH,当虹科技,"元宇宙,虚拟现实,人脸识别,安防,云计算,超清视频,人工智能",冬奥会,"融资融券,转融券标的"
831445.BJ,龙竹科技,,,
600152.SH,维科技术,"新型烟草,锂电制造,燃料电池,锂电池,换电,消费电子","华为,华为汽车",
300648.SZ,星云股份,"充电桩,储能,燃料电池,锂电池,锂电设备,新能源汽车,高压快充","比亚迪,蔚来汽车,华为,宁德时代,专精特新,华为汽车",创业板重组松绑
600268.SH,国电南自,"充电桩,抽水蓄能,电力物联网,储能,超超临界发电,高铁,轨道交通,海上风电,智能电网,有轨电车,虚拟电厂,新能源,特高压,光伏","央企国资改革,新基建,地方国资改革","融资融券,转融券标的"
000861.SZ,海印股份,"充电桩,物流电商平台,消费金融,类稀土,网络直播,互联网金融,免税店,小额贷款,新能源汽车,融资租赁,涉矿,共享汽车,动力电池回收","共享经济,新零售","融资融券,标普道琼斯A股,参股民营银行,参股保险,转融券标的,富时罗素股,深股通,富时罗素"
