股票代码,股票简称,概念名称,行业概念,事件概念,交易概念
002398.SZ,垒知集团,"光伏,新冠检测,建筑节能,光伏建筑一体化,装配式建筑,储能,新材料","光伏,建筑节能,光伏建筑一体化,装配式建筑,储能,新材料",新冠检测,
605228.SH,神通科技,新能源汽车,新能源汽车,,
300091.SZ,金通灵,"军工,高端装备,超超临界发电,无人机,核电,乡村振兴,燃料电池,深股通,污水处理,融资融券,氢能源,光热发电,储能","高端装备,超超临界发电,无人机,核电,燃料电池,污水处理,氢能源,光热发电,储能","乡村振兴,军工","深股通,融资融券"
300506.SZ,名家汇,"智慧灯杆,芯片,智慧城市,节能照明,比亚迪","芯片,节能照明","比亚迪,智慧城市,智慧灯杆",
600987.SH,航民股份,"标普道琼斯A股,黄金,杭州亚运会,融资融券",黄金,杭州亚运会,"标普道琼斯A股,融资融券"
688772.SH,珠海冠宇,"锂电池,华为,小米,科创次新股,融资融券,新能源汽车,储能,新股与次新股","储能,锂电池,新能源汽车","华为,小米","新股与次新股,科创次新股,融资融券"
300014.SZ,亿纬锂能,"无线耳机,同花顺漂亮100,锂电池,智能电网,胎压监测,小米,MSCI,盐湖提锂,新型烟草,深股通,融资融券,安防,新能源汽车,储能","无线耳机,锂电池,智能电网,胎压监测,盐湖提锂,新型烟草,新能源汽车,安防,储能",小米,"深股通,MSCI,融资融券"
600821.SH,金开新能,"光伏,半年报预增,绿色电力,风电,天津自贸区,储能","绿色电力,光伏,储能,风电",,半年报预增
300566.SZ,激智科技,"超清视频,光伏,华为,小米,OLED,MiniLED,节能照明,TOPCON电池","超清视频,光伏,OLED,MiniLED,节能照明,TOPCON电池","华为,小米",
002600.SZ,领益智造,"无线耳机,光伏,5G,苹果,无线充电,华为,智能音箱,小米,MSCI,消费电子,机器人,融资融券,深股通,小金属,富士康,标普道琼斯A股,新能源汽车","无线耳机,5G,光伏,无线充电,智能音箱,消费电子,机器人,小金属,新能源汽车","华为,富士康,小米,苹果","标普道琼斯A股,深股通,MSCI,融资融券"
300752.SZ,隆利科技,"小米,虚拟现实,华为,MiniLED,汽车电子","汽车电子,MiniLED,虚拟现实","华为,小米",
301061.SZ,匠心家居,"人民币贬值受益,送转填权,养老,智能家居,融资融券,新股与次新股,注册制次新股","养老,智能家居",,"人民币贬值受益,送转填权,融资融券,新股与次新股,注册制次新股"
300691.SZ,联合光电,"元宇宙,安防,智能制造,虚拟现实,华为,消费电子,机器人,机器视觉,智慧城市,无人驾驶,新能源汽车,冬奥会,汽车电子","元宇宙,智能制造,虚拟现实,消费电子,机器人,机器视觉,无人驾驶,新能源汽车,安防,汽车电子","冬奥会,华为,智慧城市",
688208.SH,道通科技,"沪股通,充电桩,胎压监测,专精特新,人民币贬值受益,汽车电子,无人驾驶,融资融券,新能源汽车,储能,高压快充","充电桩,胎压监测,汽车电子,无人驾驶,新能源汽车,储能,高压快充",专精特新,"沪股通,人民币贬值受益,融资融券"
002444.SZ,巨星科技,"军工,人民币贬值受益,参股银行,MSCI,智能家居,露营经济,机器人,跨境电商,电子商务,深股通,无人驾驶,融资融券,标普道琼斯A股,口罩,人工智能","电子商务,智能家居,机器人,跨境电商,无人驾驶,口罩,人工智能","军工,露营经济","人民币贬值受益,参股银行,MSCI,深股通,融资融券,标普道琼斯A股"
603166.SH,福达股份,"比亚迪,专精特新,新能源汽车",新能源汽车,"比亚迪,专精特新",
000948.SZ,南天信息,"大数据,区块链,电子身份证,在线教育,智慧政务,元宇宙,碳中和,国资云,网络安全,参股新三板,机器视觉,疫情监测,人脸识别,跨境支付（CIPS）,ETC,NFT,智慧城市,人工智能,医疗器械,数字经济,华为,移动支付,创投,云计算,国产软件,数字货币,数据中心,信托,数据安全,物联网","大数据,区块链,元宇宙,人脸识别,跨境支付（CIPS）,网络安全,移动支付,ETC,NFT,机器视觉,云计算,在线教育,数字货币,数据中心,物联网,数据安全,人工智能,医疗器械","碳中和,数字经济,疫情监测,华为,国资云,电子身份证,智慧城市,国产软件,智慧政务","参股新三板,信托,创投"
600143.SH,金发科技,"沪股通,可降解塑料,5G,碳纤维,特斯拉,创投,新能源汽车,医疗器械,融资融券,氢能源,口罩,新材料","5G,可降解塑料,碳纤维,医疗器械,新能源汽车,氢能源,口罩,新材料",特斯拉,"沪股通,创投,融资融券"
002290.SZ,禾盛新材,"家用电器,互联网金融,文化传媒","家用电器,互联网金融,文化传媒",,
688314.SH,康拓医疗,"牙科医疗,医疗器械,融资融券","牙科医疗,医疗器械",,融资融券
688315.SH,诺禾致源,"新冠检测,基因测序,融资融券",基因测序,新冠检测,融资融券
600986.SH,浙文互联,"区块链,抖音,元宇宙,快手,杭州亚运会,华为,虚拟数字人,小米,独角兽,共享单车,NFT,手机游戏,腾讯,阿里巴巴,融资融券,标普道琼斯A股,文化传媒","区块链,元宇宙,虚拟数字人,共享单车,NFT,手机游戏,文化传媒","抖音,快手,杭州亚运会,华为,小米,腾讯,阿里巴巴","标普道琼斯A股,独角兽,融资融券"
002120.SZ,韵达股份,"MSCI,深股通,阿里巴巴,融资融券,标普道琼斯A股,智能物流",智能物流,阿里巴巴,"标普道琼斯A股,深股通,MSCI,融资融券"
839725.BJ,惠丰钻石,"培育钻石,半年报预增,新股与次新股",培育钻石,,"半年报预增,新股与次新股"
688560.SH,明冠新材,"光伏,HJT电池,锂电池,半年报预增,融资融券","光伏,HJT电池,锂电池",,"半年报预增,融资融券"
300433.SZ,蓝思科技,"MSCI,传感器,深股通,融资融券,光伏,元宇宙,特斯拉,机器人,新能源汽车,新材料,充电桩,智能穿戴,OLED,苹果,口罩,汽车电子,无线耳机,同花顺漂亮100,虚拟现实,华为,小米,智能家居,消费电子,工业互联网,新型烟草","无线耳机,充电桩,光伏,元宇宙,智能穿戴,虚拟现实,OLED,工业互联网,传感器,机器人,消费电子,新型烟草,智能家居,新能源汽车,口罩,汽车电子,新材料","华为,特斯拉,小米,苹果","深股通,MSCI,融资融券"
301183.SZ,东田微,"F5G,虚拟现实,华为,消费电子,无人驾驶,融资融券,汽车电子,新股与次新股,注册制次新股","F5G,虚拟现实,消费电子,无人驾驶,汽车电子",华为,"新股与次新股,注册制次新股,融资融券"
300438.SZ,鹏辉能源,"无线耳机,充电桩,锂电池,军工,钠离子电池,独角兽,石墨烯,新型烟草,燃料电池,深股通,参股新三板,新能源汽车,储能","无线耳机,充电桩,锂电池,钠离子电池,石墨烯,燃料电池,新型烟草,新能源汽车,储能",军工,"参股新三板,深股通,独角兽"
300827.SZ,上能电气,"光伏,智能电网,专精特新,送转填权,深股通,储能","光伏,储能,智能电网",专精特新,"送转填权,深股通"
603045.SH,福达合金,"金属回收,智能电网,融资融券","金属回收,智能电网",,融资融券
688597.SH,煜邦电力,"充电桩,智能电网,军工,高端装备,无人机,特高压,虚拟电厂,电力物联网,国产软件,融资融券","充电桩,智能电网,高端装备,无人机,特高压,虚拟电厂,电力物联网","军工,国产软件",融资融券
000040.SZ,东旭蓝天,"区块链,光伏,节能环保,粤港澳大湾区,华为,机器人,光伏建筑一体化,粮食,绿色电力,PPP,乡村振兴,固废处理,TOPCON电池,融资融券,标普道琼斯A股,天然气","光伏,区块链,节能环保,机器人,固废处理,光伏建筑一体化,粮食,绿色电力,TOPCON电池,天然气","乡村振兴,华为,PPP","标普道琼斯A股,融资融券"
300833.SZ,浩洋股份,"文化传媒,专精特新",文化传媒,专精特新,
688028.SH,沃尔德,"培育钻石,OLED,融资融券","培育钻石,OLED",,融资融券
000539.SZ,粤电力A,"光伏,期货,参股保险,超超临界发电,芯片,绿色电力,证金持股,深股通,风电,融资融券,标普道琼斯A股,粤港澳大湾区,储能","光伏,超超临界发电,芯片,风电,绿色电力,储能",,"期货,参股保险,深股通,证金持股,融资融券,标普道琼斯A股"
603070.SH,万控智造,"核准制次新股,智能电网,新股与次新股,数据中心","智能电网,数据中心",,"核准制次新股,新股与次新股"
300882.SZ,万胜智能,"智能电网,参股银行,虚拟电厂,电力物联网,融资融券","虚拟电厂,电力物联网,智能电网",,"参股银行,融资融券"
000899.SZ,赣能股份,"光伏,超超临界发电,核电,绿色电力,融资融券,储能","光伏,超超临界发电,核电,绿色电力,储能",,融资融券
002326.SZ,永太科技,"半年报预增,锂电池,钠离子电池,氟化工,深股通,仿制药一致性评价,新冠治疗,融资融券,标普道琼斯A股,宁德时代,新材料,生物医药","锂电池,钠离子电池,氟化工,仿制药一致性评价,新材料,生物医药","宁德时代,新冠治疗","标普道琼斯A股,深股通,半年报预增,融资融券"
600379.SH,宝光股份,"智能电网,央企国资改革,特高压,虚拟电厂,氢能源,光热发电,储能,高铁","智能电网,特高压,虚拟电厂,氢能源,光热发电,储能,高铁",央企国资改革,
688511.SH,天微电子,"军工,融资融券",,军工,融资融券
300839.SZ,博汇股份,"氢能源,专精特新,新材料","氢能源,新材料",专精特新,
605011.SH,杭州热电,"光伏,节能环保,超超临界发电,虚拟电厂,煤炭","光伏,节能环保,超超临界发电,虚拟电厂,煤炭",,
601788.SH,光大证券,"沪股通,MSCI,央企国资改革,证金持股,融资融券,标普道琼斯A股",,央企国资改革,"沪股通,MSCI,证金持股,融资融券,标普道琼斯A股"
002571.SZ,德力股份,"光伏,参股银行,创投,拼多多,C2M,网络游戏,新能源汽车,医疗器械","光伏,网络游戏,C2M,新能源汽车,医疗器械",拼多多,"参股银行,创投"
300707.SZ,威唐工业,"创业板重组松绑,汽车热管理,特斯拉,新能源汽车","汽车热管理,新能源汽车",特斯拉,创业板重组松绑
300733.SZ,西菱动力,"创业板重组松绑,军工,新能源汽车",新能源汽车,军工,创业板重组松绑
000599.SZ,青岛双星,"军工,中韩自贸区,军民融合,机器人,工业4.0,石墨烯,股权转让,比亚迪","石墨烯,机器人","工业4.0,比亚迪,军工,军民融合",股权转让
688567.SH,孚能科技,"新能源汽车,储能,锂电池,融资融券","储能,锂电池,新能源汽车",,融资融券
002264.SZ,新华都,"半年报预增,电子商务,体育产业,互联网彩票,网络直播,新零售,阿里巴巴,赛马,网红经济","电子商务,互联网彩票,体育产业,网络直播,赛马","新零售,阿里巴巴,网红经济",半年报预增
001308.SZ,康冠科技,"半年报预增,专精特新,人民币贬值受益,小米,OLED,消费电子,核准制次新股,MiniLED,一带一路,新股与次新股","MiniLED,OLED,消费电子","专精特新,一带一路,小米","核准制次新股,人民币贬值受益,半年报预增,新股与次新股"
600477.SH,杭萧钢构,"沪股通,HJT电池,雄安新区,杭州亚运会,电子商务,工业互联网,光伏建筑一体化,一带一路,装配式建筑,融资融券,标普道琼斯A股,钙钛矿电池","HJT电池,电子商务,工业互联网,光伏建筑一体化,装配式建筑,钙钛矿电池","杭州亚运会,一带一路","标普道琼斯A股,沪股通,融资融券"
002938.SZ,鹏鼎控股,"无线耳机,苹果,半年报预增,虚拟现实,人民币贬值受益,华为,MSCI,消费电子,融资融券,PCB,MiniLED,深股通,富士康,标普道琼斯A股,新能源汽车,汽车电子","无线耳机,虚拟现实,消费电子,MiniLED,PCB,新能源汽车,汽车电子","华为,富士康,苹果","半年报预增,人民币贬值受益,MSCI,深股通,融资融券,标普道琼斯A股"
300633.SZ,开立医疗,"深股通,医疗器械",医疗器械,,深股通
300560.SZ,中富通,"5G,军工,安防,疫情监测,垃圾分类,华为,电子身份证,乡村振兴,数字乡村,机器视觉,国产软件,边缘计算,一带一路,智慧城市,东数西算（算力）,物联网","5G,垃圾分类,机器视觉,边缘计算,物联网,安防","军工,疫情监测,华为,电子身份证,乡村振兴,数字乡村,智慧城市,国产软件,一带一路,东数西算（算力）",
600593.SH,大连圣亚,摘帽,,,摘帽
002113.SZ,ST天润,"ST板块,手机游戏,网络游戏,网约车,文化传媒","网约车,手机游戏,文化传媒,网络游戏",,ST板块
688700.SH,东威科技,"专精特新,融资融券",,专精特新,融资融券
001914.SZ,招商积余,"深股通,央企国资改革,物业管理,融资融券",物业管理,央企国资改革,"深股通,融资融券"
688079.SH,美迪凯,"苹果,虚拟现实,华为,消费电子,融资融券,集成电路","集成电路,虚拟现实,消费电子","华为,苹果",融资融券
600150.SH,中国船舶,"沪股通,军工,高端装备,中船系,央企国资改革,国产航母,军民融合,中字头股票,风电,一带一路,融资融券,海工装备","风电,海工装备,国产航母,高端装备","军工,中船系,央企国资改革,军民融合,一带一路","沪股通,中字头股票,融资融券"
600112.SH,*ST天成,"智能电网,高端装备,参股保险,互联网金融,ST板块,智慧城市,小金属,壳资源","互联网金融,小金属,智能电网,高端装备",智慧城市,"ST板块,壳资源,参股保险"
600184.SH,光电股份,"军工,央企国资改革,国产航母,融资融券",国产航母,"军工,央企国资改革",融资融券
600255.SH,鑫科材料,"股权转让,金属铜,锂电池,新材料","金属铜,锂电池,新材料",,股权转让
002482.SZ,ST广田,"智能家居,体育产业,标普道琼斯A股,光伏建筑一体化,ST板块,建筑节能,腾讯,装配式建筑,恒大,粤港澳大湾区,新型城镇化","智能家居,体育产业,建筑节能,光伏建筑一体化,装配式建筑","恒大,腾讯,新型城镇化","标普道琼斯A股,ST板块"
603983.SH,丸美股份,电子商务,电子商务,,
603358.SH,华达科技,"胎压监测,特斯拉,工业4.0,新能源汽车,标普道琼斯A股,集成电路,宁德时代,一体化压铸,中芯国际","胎压监测,集成电路,一体化压铸,新能源汽车","工业4.0,宁德时代,特斯拉,中芯国际",标普道琼斯A股
603007.SH,ST花王,"PPP,标普道琼斯A股,ST板块,参股新三板,装配式建筑,股权转让,新型城镇化",装配式建筑,"新型城镇化,PPP","标普道琼斯A股,ST板块,参股新三板,股权转让"
