POS,market,sec_code,sec_name,now_price,chg,所属概念,概念个数0#,投资逻辑,主营关键字,所属通达信行业
82,0,300364,中文在线,20.19,-11.33,虚拟现实;知识产权;元宇宙;NFT概念;抖音概念;职业教育;知识付费;AIGC概念;Web3概念;数据要素;ChatGPT;网络游戏;人工智能;数据确权;华为鸿蒙;腾讯概念;区块链;百度概念,18,全球领先的中文数字出版机构之一,数字阅读产品,@通达信行业@
83,0,002063,远光软件,9.13,-3.08,军民融合;区块链;国资云;云计算;工业互联;大数据;国防军工;创投概念;虚拟电厂;粤港澳;充电桩;国产软件;央企改革;碳中和;人工智能;信创;光伏;智慧城市,18,国内电力财务软件龙头,电网电力,@通达信行业@
84,0,002090,金智科技,12.43,-3.27,信创;智慧城市;智能交通;储能;智能机器;虚拟电厂;氢能源;换电概念;5G概念;雄安新区;充电桩;数据中心;垃圾分类;人工智能;智慧政务;智能电网;安防服务;BIPV概念,18,国内电气自动化设备行业龙头企业,变电站自动化,@通达信行业@
85,0,002657,中科金财,17.68,0.97,信创;区块链;AIGC概念;Web3概念;国产软件;互联金融;智慧政务;元宇宙;人工智能;数字货币;数据中心;智慧城市;ChatGPT;云计算;智能机器;数据确权;大数据,17,面向数据中心、银行影像领域的金融科技服务商,数据中心综合服务、金融科技综合服务,@通达信行业@
86,0,300168,万达信息,13.95,-2.45,云计算;信创;智慧城市;DRG-DIP;养老概念;智慧政务;信息安全;国产软件;区块链;家庭医生;数据中心;电子身份;安防服务;数据要素;智能医疗;人工智能;智能交通,17,医疗信息化龙头企业之一,医疗卫生,@通达信行业@
87,0,300459,汤姆猫,7.13,-7.76,人脑工程;知识产权;NFT概念;阿里概念;云游戏;人工智能;抖音概念;元宇宙;AIGC概念;虚拟现实;区块链;网红经济;大数据;网络游戏;华为鸿蒙;ChatGPT;婴童概念,17,深耕家庭娱乐和亲子互动类移动应用的开发与运营,移动互联网文娱,@通达信行业@
88,0,000676,智度股份,7.37,-5.03,人工智能;虚拟现实;网红经济;大数据;区块链;创投概念;智能穿戴;网络游戏;华为鸿蒙;Web3概念;数字货币;阿里概念;互联金融;云计算;元宇宙;抖音概念;NFT概念,17,主营业务为移动互联网流量的聚合和经营,数字营销,@通达信行业@
89,0,300541,先进数通,13.92,-4.26,ETC概念;英伟达;信创;数据中心;云计算;腾讯概念;大数据;NFT概念;区块链;数字水印;数字货币;抖音概念;阿里概念;Web3概念;跨境支付;国产软件;数据确权,17,银行业IT服务领域知名企业,IT基础设施建设,@通达信行业@
90,0,002514,宝馨科技,9.68,10.00,换电概念;虚拟电厂;智能机器;工业母机;智能电网;HJT电池;TOPCon;医废处理;储能;污水处理;充电桩;信创;钙钛矿;节能;光伏;碳中和;高压快充,17,数控钣金行业领先，是多家世界知名企业供应商,数控钣金结构件,@通达信行业@
91,0,000725,京东方Ａ,3.98,-1.24,智能医疗;物联网;芯片;小米概念;人工智能;虚拟现实;苹果概念;MiniLED;新零售;通达信88;含B股;智能穿戴;电子纸;民营医院;OLED概念;超清视频;混合现实,17,全球液晶面板制造龙头,液晶面板,@通达信行业@
92,0,300560,中富通,19.31,-3.16,垃圾分类;供销社;一带一路;智慧城市;国防军工;国产软件;英伟达;机器视觉;电子身份;信息安全;云计算;算力概念;东数西算;边缘计算;5G概念;数据要素;乡村振兴,17,国内通信网络维护服务商之一,通信网络维护服务,@通达信行业@
93,0,300598,诚迈科技,48.96,-4.02,人工智能;华为鸿蒙;物联网;百度概念;英伟达;虚拟现实;机器视觉;汽车电子;国产软件;腾讯概念;无人驾驶;信创;大数据;新能源车;阿里概念;操作系统;小米概念,17,领先的操作系统专家,软件外包服务,@通达信行业@
94,1,600728,佳都科技,7.27,-4.22,智能交通;数据中心;大数据;安防服务;机器视觉;阿里概念;铁路基建;数据要素;数字孪生;AIGC概念;民营银行;人工智能;元宇宙;云计算;智慧城市;富媒体;超清视频,17,中国专业的人工智能技术与产品提供商,智能轨道交通、ICT产品与服务,@通达信行业@
95,1,603636,南威软件,15.84,-7.21,PPP概念;智慧政务;阿里概念;电子身份;东数西算;云计算;人工智能;区块链;Web3概念;信创;信息安全;智慧城市;大数据;国产软件;数据确权;算力概念;数据要素,17,国内“互联网+政务”领域的龙头企业,系统集成,@通达信行业@
96,0,300113,顺网科技,18.00,-7.26,云游戏;互联金融;腾讯概念;东数西算;边缘计算;数据确权;百度概念;网络游戏;网络直播;英伟达;AIGC概念;操作系统;算力概念;云计算;Web3概念;NFT概念;元宇宙,17,国内网吧渠道内最为强大及成熟的互联网娱乐平台之一,互联网娱乐平台,@通达信行业@
97,0,300115,长盈精密,11.75,-3.45,新型烟草;无线耳机;燃料电池;智能穿戴;特斯拉;虚拟现实;苹果概念;智能机器;5G概念;氢能源;消费电子;混合现实;口罩防护;新能源车;芯片;小米概念;锂电池,17,消费电子结构件龙头,结构件,@通达信行业@
98,1,603660,苏州科达,7.20,-2.96,量子科技;虚拟现实;智慧政务;无人机;云计算;人工智能;远程办公;含可转债;信创;时空数据;物联网;超清视频;智慧城市;大数据;智能交通;国产软件;安防服务,17,业内最专业的视讯与安防研究机构之一,视频会议系统、视频监控系统,@通达信行业@
99,1,601360,三六零,14.65,-7.69,信创;国产软件;智能机器;智能穿戴;远程办公;信息安全;人工智能;物联网;智慧城市;操作系统;ChatGPT;网络游戏;云计算;安防服务;区块链;大数据,16,中国互联网络安全龙头,互联网安全软件,@通达信行业@
100,0,002362,汉王科技,28.31,-7.24,信创;电子身份;智能机器;ChatGPT;跨境电商;芯片;智能穿戴;机器视觉;口罩防护;智能医疗;电子纸;人工智能;基因概念;云计算;智慧政务;大数据,16,模式识别与智能交互领域的领先企业,手写输入,@通达信行业@
101,1,600487,亨通光电,14.95,-4.23,物联网;光通信;充电桩;智慧城市;工业互联;特高压;芯片;一带一路;6G概念;CPO概念;量子科技;5G概念;新能源车;大数据;风电;信息安全,16,国内光纤龙头企业之一，海缆位居行业前三,光纤光缆,@通达信行业@
102,0,002635,安洁科技,13.42,-2.04,5G概念;智能穿戴;苹果概念;无线耳机;元宇宙;MiniLED;混合现实;充电桩;小米概念;消费电子;一带一路;虚拟现实;燃料电池;特斯拉;OLED概念;汽车电子,16,消费电子精密功能性器件领域重要企业,功能件,@通达信行业@
103,0,000909,ST数源,5.78,0.17,超清视频;租购同权;换电概念;ST板块;ETC概念;物联网;智慧城市;消费电子;智慧政务;无人驾驶;杭州亚运;5G概念;安防服务;充电桩;智能交通;元宇宙,16,国内一体化数字电视接收机领先企业,商贸业务,@通达信行业@
104,1,600797,浙大网新,7.55,-3.58,人工智能;云计算;数据中心;虚拟电厂;操作系统;区块链;大数据;阿里概念;ChatGPT;人脑工程;央企改革;信创;东数西算;国产软件;智慧政务;智慧城市,16,数字化政府、基建智能化和产业数智化领域信息服务商,智慧城市,@通达信行业@
105,0,002380,科远智慧,21.47,-2.85,边缘计算;虚拟电厂;临界发电;信创;垃圾分类;智能机器;光热发电;工业互联;碳中和;国产软件;一带一路;数据要素;储能;智能电网;人工智能;工业软件,16,中国领先的自动化、信息化、智能化技术供应商,过程自动化,@通达信行业@
106,0,002401,中远海科,28.28,-7.31,区块链;央企改革;信创;跨境电商;智慧城市;上海自贸;电商概念;航运概念;国资云;碳中和;安防服务;机器视觉;数据要素;阿里概念;智能交通;ETC概念,16,国内航运信息化领域的领军企业,交通管理（高速）,@通达信行业@
107,0,300458,全志科技,30.23,-5.24,百度概念;物联网;MCU芯片;阿里概念;人工智能;芯片;小米概念;虚拟现实;超清视频;汽车芯片;存储芯片;智能机器;汽车电子;边缘计算;机器视觉;智能穿戴,16,智能应用处理器SoC龙头企业之一,智能处理器SoC,@通达信行业@
108,0,000988,华工科技,37.85,-9.99,充电桩;3D打印;5G概念;汽车电子;高压快充;智能机器;新材料;量子科技;创投概念;苹果概念;芯片;物联网;光通信;智慧城市;CPO概念;特斯拉,16,激光设备行业龙头,激光加工及系列成套设备,@通达信行业@
109,0,300207,欣旺达,15.80,-1.86,盐湖提锂;钠电池;含GDR;新能源车;储能;新型烟草;小米概念;无线耳机;锂电池;苹果概念;含GDR;固态电池;消费电子;虚拟现实;锂矿;石墨烯,16,国内锂能源设计能力最强、产品系列最多的Pack厂商之一,锂离子电池,@通达信行业@
110,1,603825,华扬联众,13.70,-4.86,大数据;杭州亚运;新零售;AIGC概念;网红经济;网络直播;元宇宙;数据中心;区块链;Web3概念;创投概念;数字货币;NFT概念;抖音概念;免税概念;乡村振兴,16,国内互联网广告服务提供商排行榜中处于领先地位,互联网广告服务,@通达信行业@
111,0,300490,华自科技,16.00,-2.02,BIPV概念;储能;新能源车;光伏;碳中和;污水处理;水利建设;数据要素;虚拟现实;绿色电力;工业互联;国防军工;一带一路;充电桩;垃圾分类;锂电池,16,水电站自动化控制设备市场占有率位居全国乃至全球第一,锂电池智能装备,@通达信行业@
112,0,300496,中科创达,106.70,-4.55,边缘计算;智能穿戴;区块链;大数据;英伟达;汽车电子;智能机器;无人驾驶;物联网;元宇宙;人工智能;操作系统;虚拟现实;混合现实;华为鸿蒙;机器视觉,16,全球领先的智能操作系统产品和技术提供商,应用软件开发,@通达信行业@
113,0,002467,二六三,5.18,-3.36,网络直播;小米概念;Web3概念;5G概念;数据中心;富媒体;区块链;人工智能;云计算;元宇宙;信创;远程办公;物联网;AIGC概念;虚拟现实;网红经济,16,面向中小企业和商务人士的虚拟运营通信服务商,虚拟通信服务,@通达信行业@
114,0,002474,榕基软件,7.74,-3.97,安防服务;智能电网;核污防治;Web3概念;信息安全;区块链;人工智能;操作系统;信创;远程办公;物联网;虚拟现实;海峡西岸;智慧城市;智慧政务;国产软件,16,国内电子政务和协同管理细分领域的领先服务厂商,电子政务,@通达信行业@
115,0,300248,新开普,10.87,-4.57,虚拟现实;物联网;智能交通;水利建设;区块链;阿里概念;元宇宙;数字货币;养老概念;云计算;人工智能;智慧政务;职业教育;边缘计算;智慧城市;智能电网,16,校园信息化龙头企业，高校一卡通占率45%,智慧校园产品,@通达信行业@
116,0,300250,初灵信息,17.95,-6.02,富媒体;Web3概念;ChatGPT;5G概念;物联网;算力概念;远程办公;华为鸿蒙;东数西算;信创;人工智能;大数据;网络游戏;信息安全;智能家居;边缘计算,16,国内领先的信息接入产品及解决方案供应商,通信接入终端,@通达信行业@
117,1,600633,浙数文化,15.58,-7.59,网络游戏;阿里概念;大数据;NFT概念;区块链;体育概念;数据要素;人工智能;数据确权;智慧城市;元宇宙;云计算;国资云;网络直播;杭州亚运;数据中心,16,国内重要的休闲游戏平台边锋及竞技游戏平台浩方,游戏运营,@通达信行业@
118,0,002229,鸿博股份,37.05,4.75,英伟达;AIGC概念;博彩概念;网络游戏;体育概念;人工智能;海峡西岸;绿色照明;数字水印;5G概念;Web3概念;算力概念;赛马概念;区块链;东数西算;ChatGPT,16,中国彩票印刷行业的龙头企业之一,票证印刷,@通达信行业@
119,1,603000,人民网,33.35,-3.84,东数西算;区块链;百度概念;国资云;大数据;知识产权;远程办公;人工智能;算力概念;央企改革;体育概念;数据确权;AIGC概念;网络游戏;创投概念;数据中心,16,人民日报社旗下，拥有独立采编权的中央重点新闻网站,新闻,@通达信行业@
120,0,002777,久远银海,36.40,-7.17,养老概念;DRG-DIP;数据要素;智能医疗;信创;大数据;人工智能;机器视觉;国产软件;军民融合;智慧政务;区块链;信息安全;央企改革;智慧城市;食品安全,16,智慧民生的服务商之一,电子政务,@通达信行业@
121,0,301091,深城交,18.32,-0.38,百度概念;国资云;智能交通;腾讯概念;数据确权;雄安新区;水利建设;新型城镇;无人驾驶;粤港澳;数据要素;大数据;智慧政务;智慧城市;时空数据;数字孪生,16,公司在国内城市交通专业研究机构中处于领先地位,规划咨询、工程设计,@通达信行业@
122,0,300297,*ST蓝盾,0.48,0.00,国防军工;云计算;信息安全;创投概念;电商概念;大数据;安防服务;远程办公;智慧城市;区块链;工业互联;ST板块;物联网;含可转债;量子科技;职业教育,16,国内安全信息行业的领先企业之一,信息安全,@通达信行业@
123,0,002803,吉宏股份,22.40,-6.32,数据确权;AIGC概念;数据要素;Web3概念;NFT概念;人工智能;口罩防护;智能机器;元宇宙;白酒概念;跨境电商;区块链;网络游戏;网红经济;抖音概念;ChatGPT,16,跨境电商领先企业,跨境电商,@通达信行业@
124,0,002268,电科网安,29.89,-3.33,区块链;量子科技;云计算;操作系统;数字货币;国产软件;大数据;国资云;信创;央企改革;智慧城市;数字水印;腾讯概念;信息安全;5G概念;人工智能,16,国内以密码为核心的信息安全产品和系统的领先供应商,信息安全,@通达信行业@
125,0,300045,华力创通,11.22,-0.80,毫米雷达;芯片;数字孪生;卫星导航;无人驾驶;信息安全;国防军工;创投概念;大飞机;混合现实;无人机;虚拟现实;6G概念;铁路基建;时空数据;军民融合,16,国内计算机仿真行业领先企业,仿真培训系统,@通达信行业@
126,0,300058,蓝色光标,10.97,-9.71,大数据;网红经济;ChatGPT;职业教育;网络游戏;AIGC概念;元宇宙;抖音概念;Web3概念;智能机器;NFT概念;腾讯概念;富媒体;阿里概念;人工智能;云游戏,16,亚洲领先的营销传媒品牌,品牌管理、营销,@通达信行业@
